Skills,Tools,Interest,Education Level,Years of Experience,Recommended Career
"REST APIs, AWS, Docker, Networking, Machine Learning, JavaScript","Postman, Jira, VS Code",IoT,Undergraduate,8,Embedded Systems Engineer
"TensorFlow, Networking, Azure, Python, PyTorch, Kubernetes, AWS","PyCharm, Docker",Cloud,Postgraduate,7,Cloud Engineer
"PyTorch, Data Analysis, SQL, C++, Machine Learning","AWS EC2, Azure Portal",Design,Graduate,5,UI/UX Designer
"AWS, Git, NLP, Embedded Systems, UI/UX, Statistics","VS Code, Jupyter, Azure Portal",Cybersecurity,Graduate,7,Security Engineer
"TensorFlow, NLP, Git, React, Java, Networking","GitHub, Jupyter, AWS EC2, Google Cloud",Data Science,Undergraduate,6,Data Scientist
"React, Node.js, SQL, Spark, TensorFlow, Kubernetes, Machine Learning","Kubernetes, Jira, PyCharm, Postman",Design,Undergraduate,5,UI/UX Designer
"Node.js, SQL, JavaScript, Python, Azure, UI/UX, Deep Learning","PyCharm, Azure Portal, Jupyter",Design,Undergraduate,7,UI/UX Designer
"C++, REST APIs, Node.js, Tableau","Jupyter, PyCharm, Jira, Kubernetes",Design,Graduate,5,UI/UX Designer
"Figma, Linux, SQL, Docker, Networking, PyTorch","Docker, Jupyter, Jira",Cloud,Postgraduate,2,Cloud Engineer
"React, CSS, Python, UI/UX, Azure, Hadoop","Kubernetes, Google Cloud, VS Code, Jupyter",IoT,Graduate,8,Embedded Systems Engineer
"NLP, Spark, Machine Learning, Hadoop, Tableau","Jupyter, Kubernetes, VS Code, GitLab",IoT,Undergraduate,10,Embedded Systems Engineer
"Figma, Networking, Docker, Tableau, Git","GitHub, Kubernetes, Jira, GitLab",AI/ML,Postgraduate,9,AI Engineer
"Python, TensorFlow, Azure, C++, AWS, Java, JavaScript","Jira, Postman, Docker",AI/ML,Postgraduate,2,Machine Learning Engineer
"Azure, Figma, TensorFlow, Git","GitHub, Azure Portal, GitLab, Jupyter",Cloud,Postgraduate,3,Cloud Engineer
"JavaScript, Docker, Azure, SQL, Java, NLP","Jupyter, Postman",IoT,Undergraduate,2,Embedded Systems Engineer
"Power BI, AWS, Docker, Tableau","Jupyter, Docker",Cybersecurity,Postgraduate,7,Security Engineer
"Machine Learning, React, HTML, Python, Spark, Statistics","Google Cloud, Postman, Docker",Data Science,Undergraduate,4,Data Analyst
"UI/UX, Machine Learning, Git, Deep Learning, JavaScript, PyTorch, React","Postman, PyCharm, AWS EC2",Cybersecurity,Graduate,6,Cybersecurity Analyst
"TensorFlow, Cybersecurity, Data Analysis, AWS","Docker, Postman",Cybersecurity,Undergraduate,5,Security Engineer
"Azure, React, NLP, Spark, Data Analysis, Deep Learning","VS Code, Postman, Figma, GitHub",Cybersecurity,Graduate,5,Security Engineer
"PyTorch, Cybersecurity, NLP, Java","Docker, Azure Portal, Google Cloud, GitLab",AI/ML,Undergraduate,10,Machine Learning Engineer
"Kubernetes, REST APIs, NLP, Spark, Embedded Systems, Machine Learning, Node.js","Google Cloud, PyCharm",AI/ML,Graduate,4,AI Engineer
"Python, Power BI, Tableau, Embedded Systems","GitHub, VS Code",Web Development,Undergraduate,10,Frontend Developer
"TensorFlow, Statistics, AWS, PyTorch, Cybersecurity, HTML","GitHub, Docker, PyCharm",IoT,Graduate,5,Embedded Systems Engineer
"Networking, Java, UI/UX, React","Docker, GitHub, Figma, Azure Portal",AI/ML,Undergraduate,2,Machine Learning Engineer
"Embedded Systems, JavaScript, Node.js, Figma","Jupyter, Jira, AWS EC2, GitHub",AI/ML,Postgraduate,4,Machine Learning Engineer
"Git, Azure, Python, Power BI, CSS, Machine Learning, Kubernetes","Jupyter, VS Code, Google Cloud",Web Development,Undergraduate,9,Frontend Developer
"Cybersecurity, Networking, Docker, Azure","GitHub, GitLab, Jupyter",Web Development,Undergraduate,5,Frontend Developer
"Spark, CSS, Node.js, Git, Statistics, Power BI, AWS","Docker, Figma, Google Cloud",IoT,Undergraduate,10,Embedded Systems Engineer
"Data Analysis, Cybersecurity, Azure, Spark, Linux","Jupyter, VS Code, Google Cloud",Design,Undergraduate,7,UI/UX Designer
"NLP, Tableau, REST APIs, UI/UX, Docker","Jira, GitHub, PyCharm, Figma",Cybersecurity,Graduate,10,Security Engineer
"CSS, Java, Spark, Docker, Hadoop, React, Cybersecurity","VS Code, GitHub",Cloud,Postgraduate,4,DevOps Engineer
"AWS, PyTorch, Git, Docker, Spark, Java, Hadoop","Kubernetes, AWS EC2, Docker",Web Development,Graduate,0,Backend Developer
"TensorFlow, Power BI, Python, Deep Learning","Azure Portal, Docker, Jupyter",Cloud,Graduate,9,Cloud Engineer
"JavaScript, Networking, Node.js, AWS, Power BI","Azure Portal, Jupyter, PyCharm, Docker",Web Development,Graduate,6,Frontend Developer
"AWS, Figma, UI/UX, Hadoop","Jupyter, GitLab, Docker, Jira",Design,Graduate,1,UI/UX Designer
"Hadoop, JavaScript, Machine Learning, CSS","Jupyter, Postman, Docker",AI/ML,Graduate,3,AI Engineer
"UI/UX, SQL, Figma, TensorFlow, HTML","PyCharm, AWS EC2, Azure Portal, Docker",Data Science,Undergraduate,6,Data Scientist
"AWS, Embedded Systems, Spark, CSS, Tableau","PyCharm, Docker, Kubernetes, Figma",Cloud,Undergraduate,2,Cloud Engineer
"Azure, React, Node.js, Hadoop, Networking, Deep Learning, Linux","Jira, Azure Portal",Data Science,Undergraduate,8,Data Scientist
"NLP, HTML, Hadoop, Spark","Azure Portal, Google Cloud, Jira",IoT,Undergraduate,2,Embedded Systems Engineer
"Deep Learning, Spark, CSS, Networking, PyTorch, Java","Kubernetes, Docker",Design,Undergraduate,6,UI/UX Designer
"Embedded Systems, Cybersecurity, Networking, Statistics, Power BI, SQL","Google Cloud, PyCharm, GitLab, Kubernetes",Cybersecurity,Postgraduate,10,Security Engineer
"Tableau, REST APIs, Power BI, Node.js, Data Analysis, Deep Learning, Cybersecurity","Docker, Jira",Data Science,Postgraduate,1,Data Analyst
"Kubernetes, HTML, Networking, AWS, PyTorch","Jupyter, VS Code, GitLab, PyCharm",Cloud,Undergraduate,4,DevOps Engineer
"Deep Learning, Docker, Node.js, Cybersecurity, Git, Spark","PyCharm, Docker, Azure Portal",Web Development,Graduate,2,Frontend Developer
"Statistics, Linux, UI/UX, TensorFlow, Node.js, NLP","AWS EC2, Google Cloud, Postman, Jupyter",Design,Graduate,8,UI/UX Designer
"TensorFlow, Figma, Statistics, JavaScript, CSS, UI/UX","VS Code, AWS EC2, Figma, Jira",IoT,Graduate,4,Embedded Systems Engineer
"Java, React, Deep Learning, Power BI, JavaScript, Figma, Docker","Docker, Postman, Google Cloud, Figma",IoT,Undergraduate,3,Embedded Systems Engineer
"JavaScript, Kubernetes, SQL, UI/UX, Networking","GitLab, Docker, Postman",Design,Undergraduate,1,UI/UX Designer
"Machine Learning, Node.js, PyTorch, Git, Azure, Power BI, REST APIs","AWS EC2, PyCharm, Jupyter",Data Science,Graduate,7,Data Analyst
"C++, Figma, Azure, Node.js, SQL","Kubernetes, Azure Portal, AWS EC2",Data Science,Graduate,0,Data Scientist
"HTML, Statistics, Data Analysis, Spark, Power BI, Embedded Systems","Azure Portal, Postman",Design,Postgraduate,0,UI/UX Designer
"JavaScript, Networking, HTML, Azure, UI/UX, Linux","Kubernetes, PyCharm",Cloud,Undergraduate,8,Cloud Engineer
"Networking, UI/UX, Docker, Hadoop, PyTorch, Azure","Figma, Azure Portal, AWS EC2, Jupyter",Cloud,Graduate,4,Cloud Engineer
"Hadoop, PyTorch, Deep Learning, Linux, REST APIs, Figma, Python","GitLab, Jupyter, AWS EC2",AI/ML,Undergraduate,7,Machine Learning Engineer
"Git, Java, NLP, Kubernetes, Linux","GitHub, Postman, Jira, Jupyter",Design,Undergraduate,5,UI/UX Designer
"UI/UX, Machine Learning, Linux, AWS, SQL, React, Statistics","GitHub, Kubernetes",AI/ML,Postgraduate,2,Machine Learning Engineer
"Machine Learning, Git, PyTorch, Figma","PyCharm, GitLab, GitHub, Azure Portal",Cloud,Postgraduate,1,DevOps Engineer
"Node.js, AWS, TensorFlow, Cybersecurity","Azure Portal, Jupyter, GitLab, PyCharm",Web Development,Postgraduate,10,Backend Developer
"Machine Learning, Cybersecurity, Spark, Statistics, Linux","Azure Portal, AWS EC2, Postman",Web Development,Graduate,7,Backend Developer
"Networking, Embedded Systems, Data Analysis, AWS","Jira, GitLab, GitHub",IoT,Postgraduate,10,Embedded Systems Engineer
"Node.js, Java, Linux, React, Python","GitHub, Figma",Cloud,Graduate,2,DevOps Engineer
"TensorFlow, Networking, Data Analysis, AWS, Deep Learning, Node.js, CSS","Google Cloud, Docker, VS Code, Figma",Design,Undergraduate,5,UI/UX Designer
"Embedded Systems, Kubernetes, Hadoop, Docker, Data Analysis, Git, Networking","Docker, Jupyter, Azure Portal, GitHub",Design,Postgraduate,4,UI/UX Designer
"AWS, Linux, Networking, Spark, NLP, SQL","Jupyter, Jira, Kubernetes",Design,Postgraduate,0,UI/UX Designer
"Statistics, Kubernetes, TensorFlow, Power BI","Azure Portal, Figma, Jira",AI/ML,Undergraduate,1,AI Engineer
"HTML, AWS, C++, Networking, Cybersecurity, Docker","Jupyter, Jira, GitLab, Figma",Design,Undergraduate,8,UI/UX Designer
"REST APIs, Python, TensorFlow, Spark, Node.js, CSS, Data Analysis","PyCharm, Docker, Jira",Cybersecurity,Postgraduate,5,Security Engineer
"UI/UX, Cybersecurity, NLP, Deep Learning","VS Code, Kubernetes",AI/ML,Undergraduate,2,AI Engineer
"Figma, Power BI, Hadoop, SQL","Docker, Kubernetes, Figma",Web Development,Postgraduate,8,Backend Developer
"Hadoop, Kubernetes, Data Analysis, Machine Learning, Embedded Systems, REST APIs, Figma","Docker, AWS EC2, Postman",IoT,Graduate,4,Embedded Systems Engineer
"Hadoop, C++, Spark, Linux, Kubernetes, NLP","Jupyter, AWS EC2, PyCharm, GitHub",Data Science,Graduate,2,Data Analyst
"Embedded Systems, PyTorch, HTML, Docker, TensorFlow, UI/UX","PyCharm, Jupyter",Cloud,Undergraduate,0,DevOps Engineer
"Python, NLP, Machine Learning, TensorFlow, Docker","Kubernetes, VS Code, PyCharm, GitLab",Design,Graduate,8,UI/UX Designer
"HTML, Python, Azure, Spark, Statistics, PyTorch, Cybersecurity","VS Code, GitLab, Postman, Jupyter",IoT,Undergraduate,7,Embedded Systems Engineer
"PyTorch, NLP, Figma, Deep Learning, AWS","PyCharm, Kubernetes",Data Science,Postgraduate,7,Data Analyst
"CSS, HTML, Embedded Systems, Azure, C++, Docker, Figma","Kubernetes, VS Code, Google Cloud",Web Development,Postgraduate,0,Frontend Developer
"Docker, Machine Learning, Azure, Java","Postman, Docker",IoT,Graduate,10,Embedded Systems Engineer
"Data Analysis, C++, Embedded Systems, UI/UX, NLP","GitHub, GitLab, Azure Portal",Data Science,Undergraduate,8,Data Scientist
"AWS, CSS, Linux, Power BI, Java, REST APIs","Postman, Azure Portal, Figma, Jupyter",AI/ML,Graduate,7,Machine Learning Engineer
"Python, Embedded Systems, Statistics, SQL, REST APIs, Git, Data Analysis","AWS EC2, VS Code, Postman",Design,Undergraduate,4,UI/UX Designer
"SQL, CSS, Tableau, Git, NLP, Azure, Cybersecurity","GitLab, Jira",Cybersecurity,Postgraduate,8,Cybersecurity Analyst
"Networking, CSS, TensorFlow, Azure, PyTorch","Azure Portal, Kubernetes",Web Development,Graduate,5,Backend Developer
"Data Analysis, Azure, NLP, Spark, Kubernetes, Figma, AWS","Kubernetes, PyCharm, Postman, AWS EC2",Data Science,Graduate,1,Data Scientist
"Python, Tableau, Spark, CSS, Cybersecurity, React","AWS EC2, Figma, Azure Portal",IoT,Undergraduate,7,Embedded Systems Engineer
"Networking, Deep Learning, UI/UX, PyTorch","GitLab, AWS EC2, VS Code",Cybersecurity,Undergraduate,5,Security Engineer
"Linux, Azure, Git, SQL, Networking, Tableau","Docker, Figma, VS Code, Postman",Design,Graduate,0,UI/UX Designer
"Statistics, Azure, Figma, AWS, Linux, Cybersecurity, Deep Learning","Docker, GitHub",AI/ML,Undergraduate,0,Machine Learning Engineer
"C++, Data Analysis, Hadoop, CSS, NLP","AWS EC2, Figma, Google Cloud",AI/ML,Graduate,10,AI Engineer
"Git, PyTorch, Python, Linux, Kubernetes, JavaScript","Postman, GitHub, VS Code, Kubernetes",Cloud,Graduate,6,DevOps Engineer
"Azure, Networking, NLP, C++, Node.js, Data Analysis","Figma, Kubernetes",AI/ML,Undergraduate,2,AI Engineer
"Git, Linux, SQL, Kubernetes, Deep Learning, Machine Learning, Docker","Figma, Azure Portal",Data Science,Postgraduate,2,Data Scientist
"SQL, React, AWS, Docker, REST APIs","Jupyter, AWS EC2, Figma",IoT,Graduate,2,Embedded Systems Engineer
"Figma, TensorFlow, Power BI, Cybersecurity","Figma, GitHub",Design,Graduate,6,UI/UX Designer
"Statistics, Deep Learning, Machine Learning, CSS, Java","AWS EC2, GitHub, Jupyter",IoT,Postgraduate,3,Embedded Systems Engineer
"Node.js, Linux, JavaScript, REST APIs","Kubernetes, VS Code",Web Development,Graduate,1,Backend Developer
"Statistics, REST APIs, Python, Linux, Embedded Systems, Docker, Cybersecurity","GitHub, VS Code, AWS EC2, Docker",Data Science,Postgraduate,4,Data Scientist
"Cybersecurity, Docker, Kubernetes, Git, Java, Power BI","VS Code, PyCharm, Kubernetes, Docker",Design,Graduate,7,UI/UX Designer
"Machine Learning, CSS, REST APIs, Figma, Docker, Power BI, AWS","AWS EC2, GitHub, Kubernetes, Figma",AI/ML,Undergraduate,8,Machine Learning Engineer
"Tableau, C++, Data Analysis, UI/UX, NLP, Deep Learning","Postman, Docker",IoT,Postgraduate,0,Embedded Systems Engineer
"Power BI, PyTorch, Deep Learning, Machine Learning, SQL","Postman, Kubernetes, PyCharm",Data Science,Postgraduate,1,Data Scientist
"Python, Kubernetes, Figma, Git, CSS","AWS EC2, Jupyter",Cybersecurity,Postgraduate,10,Security Engineer
"Hadoop, Power BI, CSS, HTML, Git","GitHub, GitLab, Kubernetes, VS Code",Web Development,Postgraduate,2,Backend Developer
"Data Analysis, Python, Tableau, Power BI, Node.js","Figma, Docker",Cybersecurity,Postgraduate,7,Cybersecurity Analyst
"Hadoop, React, Data Analysis, UI/UX","Jira, VS Code",Design,Undergraduate,9,UI/UX Designer
"PyTorch, Hadoop, Tableau, Statistics, Networking, Linux","Kubernetes, PyCharm",IoT,Postgraduate,6,Embedded Systems Engineer
"Python, Embedded Systems, Hadoop, Java","Kubernetes, Jupyter, Figma, GitHub",Data Science,Postgraduate,10,Data Scientist
"Tableau, Hadoop, Machine Learning, Kubernetes","GitHub, Jupyter",Web Development,Undergraduate,7,Frontend Developer
"Embedded Systems, Machine Learning, AWS, Deep Learning, CSS, Tableau","AWS EC2, PyCharm",Cybersecurity,Undergraduate,2,Security Engineer
"Cybersecurity, Figma, Power BI, UI/UX, Data Analysis, Tableau","PyCharm, VS Code, GitLab",Design,Undergraduate,6,UI/UX Designer
"TensorFlow, Figma, SQL, HTML, JavaScript, AWS","GitLab, GitHub, Docker",Web Development,Postgraduate,3,Frontend Developer
"Deep Learning, Tableau, React, AWS, REST APIs, Power BI, Spark","GitHub, VS Code",Cloud,Postgraduate,6,Cloud Engineer
"REST APIs, Java, Node.js, Machine Learning","Docker, VS Code, Kubernetes",AI/ML,Graduate,6,Machine Learning Engineer
"SQL, React, Figma, Embedded Systems, Git","VS Code, Kubernetes, Jupyter, GitLab",Cloud,Postgraduate,5,DevOps Engineer
"Data Analysis, Hadoop, Embedded Systems, Node.js, Networking","PyCharm, Postman",Web Development,Graduate,10,Backend Developer
"CSS, Spark, Figma, Statistics, PyTorch, Power BI","Kubernetes, Jupyter",Data Science,Postgraduate,0,Data Analyst
"PyTorch, React, Spark, Power BI","Azure Portal, GitLab",IoT,Undergraduate,6,Embedded Systems Engineer
"UI/UX, Git, TensorFlow, Java, Kubernetes, Embedded Systems","Jupyter, VS Code, Google Cloud, GitHub",Cybersecurity,Graduate,1,Security Engineer
"Hadoop, Git, Data Analysis, Deep Learning, PyTorch, Azure, HTML","Azure Portal, GitLab, VS Code",Data Science,Undergraduate,7,Data Scientist
"REST APIs, JavaScript, UI/UX, AWS","Kubernetes, Docker, Azure Portal",Web Development,Graduate,4,Backend Developer
"Networking, Deep Learning, Hadoop, AWS","Azure Portal, AWS EC2, GitHub, Figma",IoT,Postgraduate,0,Embedded Systems Engineer
"Deep Learning, Linux, Docker, Machine Learning, UI/UX, React, Spark","Jupyter, Postman, GitHub, Jira",Cybersecurity,Postgraduate,6,Security Engineer
"Data Analysis, Cybersecurity, PyTorch, Deep Learning, Node.js, C++, SQL","Azure Portal, Docker, Jira, GitHub",Data Science,Graduate,2,Data Scientist
"Figma, NLP, Docker, C++","VS Code, Kubernetes",AI/ML,Undergraduate,2,Machine Learning Engineer
"Azure, Statistics, Embedded Systems, AWS, PyTorch, Data Analysis","Kubernetes, GitHub, Postman, Jupyter",Web Development,Graduate,1,Frontend Developer
"PyTorch, Data Analysis, UI/UX, Statistics","Jupyter, Google Cloud",Cloud,Graduate,6,DevOps Engineer
"CSS, Data Analysis, REST APIs, Git","GitHub, AWS EC2",Cloud,Graduate,10,Cloud Engineer
"UI/UX, Git, Linux, Networking, Figma","Jira, PyCharm, VS Code, Kubernetes",AI/ML,Postgraduate,4,Machine Learning Engineer
"Java, Linux, Node.js, Figma, Azure, HTML, Embedded Systems","PyCharm, GitLab",AI/ML,Postgraduate,0,AI Engineer
"React, Networking, Power BI, Java","Figma, AWS EC2",Data Science,Graduate,6,Data Analyst
"Python, C++, Docker, CSS","Figma, Kubernetes, PyCharm",Design,Undergraduate,4,UI/UX Designer
"Hadoop, Power BI, REST APIs, Figma, Linux","VS Code, Postman",Design,Graduate,3,UI/UX Designer
"AWS, Statistics, Tableau, Kubernetes","Jira, PyCharm",Data Science,Undergraduate,2,Data Analyst
"Node.js, TensorFlow, NLP, Tableau, Python, Java","Kubernetes, GitLab, Google Cloud",Web Development,Postgraduate,6,Backend Developer
"Azure, Kubernetes, Git, REST APIs, Hadoop","GitHub, Postman, AWS EC2, VS Code",Cloud,Graduate,6,DevOps Engineer
"Cybersecurity, Embedded Systems, Linux, Docker, C++, Kubernetes, Statistics","Postman, Google Cloud, AWS EC2",IoT,Undergraduate,6,Embedded Systems Engineer
"Kubernetes, AWS, Figma, Data Analysis","VS Code, Docker",AI/ML,Graduate,8,Machine Learning Engineer
"HTML, Linux, REST APIs, TensorFlow, JavaScript, UI/UX","Figma, Docker, AWS EC2",IoT,Graduate,2,Embedded Systems Engineer
"Figma, Power BI, Deep Learning, SQL, CSS, Data Analysis, Azure","Azure Portal, Figma",Cloud,Undergraduate,6,DevOps Engineer
"Azure, CSS, Machine Learning, Node.js","Azure Portal, GitLab, AWS EC2, VS Code",AI/ML,Graduate,0,Machine Learning Engineer
"JavaScript, Networking, Hadoop, Spark","Jupyter, GitLab, Postman",Data Science,Postgraduate,10,Data Scientist
"UI/UX, Node.js, NLP, Linux, PyTorch, Python, Tableau","Kubernetes, Jupyter",Cloud,Postgraduate,10,Cloud Engineer
"Embedded Systems, Node.js, NLP, Linux, Kubernetes","GitHub, Kubernetes, PyCharm, Docker",Cybersecurity,Undergraduate,10,Cybersecurity Analyst
"TensorFlow, NLP, PyTorch, Java, Statistics, Docker","Jupyter, Kubernetes, Google Cloud",IoT,Graduate,10,Embedded Systems Engineer
"Embedded Systems, Java, REST APIs, Data Analysis, Machine Learning, Cybersecurity, Figma","Google Cloud, AWS EC2, VS Code",Cybersecurity,Postgraduate,6,Security Engineer
"Tableau, C++, Node.js, Figma, Linux","GitLab, Figma",Web Development,Postgraduate,8,Frontend Developer
"React, C++, SQL, Statistics, Azure, Deep Learning","Google Cloud, VS Code, Postman",Data Science,Graduate,4,Data Analyst
"React, Deep Learning, Spark, Tableau","VS Code, Postman, PyCharm",AI/ML,Postgraduate,0,Machine Learning Engineer
"Docker, Node.js, JavaScript, Azure, UI/UX, Linux, AWS","Docker, Google Cloud",Design,Graduate,5,UI/UX Designer
"Kubernetes, Git, Machine Learning, Linux, Node.js","GitHub, VS Code",Design,Postgraduate,7,UI/UX Designer
"Python, TensorFlow, Azure, Kubernetes, Networking","Kubernetes, Postman, Docker",IoT,Graduate,4,Embedded Systems Engineer
"PyTorch, UI/UX, SQL, Git, Linux, CSS, TensorFlow","Kubernetes, Docker",AI/ML,Postgraduate,8,AI Engineer
"Data Analysis, Python, UI/UX, NLP, PyTorch, Kubernetes, React","Docker, Postman, PyCharm",Cloud,Postgraduate,10,DevOps Engineer
"Figma, Hadoop, Azure, Kubernetes, Data Analysis, Embedded Systems, JavaScript","Jira, GitHub, PyCharm",Cybersecurity,Graduate,3,Security Engineer
"Java, PyTorch, Data Analysis, Kubernetes, Figma, CSS, TensorFlow","AWS EC2, Azure Portal",Web Development,Graduate,0,Frontend Developer
"Deep Learning, UI/UX, TensorFlow, SQL","Jupyter, AWS EC2, PyCharm",AI/ML,Undergraduate,7,Machine Learning Engineer
"PyTorch, TensorFlow, Cybersecurity, AWS, Figma, Azure","Docker, Jupyter, Google Cloud",Cloud,Postgraduate,5,Cloud Engineer
